"x1"	"x2"	"x3"
"0.3052754358837678"	"1.0"	"1.0"
"0.8093023890300124"	"1.0"	"1.0"
"1.0656507330533167"	"1.0"	"1.0"
"0.5005107783461383"	"1.0"	"1.0"
"1.8637133641842794"	"1.0"	"1.0"
"2.288433647126539"	"1.0"	"1.0"
"2.4265461379676614"	"1.0"	"1.0"
"0.44908426679574276"	"1.0"	"1.0"
"0.6955036422037939"	"1.0"	"1.0"
"0.9396011564243333"	"1.0"	"1.0"
"2.845490093953205"	"1.0"	"1.0"
"-0.20709080871214458"	"1.0"	"1.0"
"2.251394714889147"	"1.0"	"1.0"
"2.012616146768181"	"1.0"	"1.0"
"0.8531103956963249"	"1.0"	"1.0"
"-0.26638224363003027"	"1.0"	"1.0"
"3.2962994172095823"	"1.0"	"1.0"
"-0.13781865817017747"	"1.0"	"1.0"
"0.9092024088887433"	"1.0"	"1.0"
"0.5531874651654152"	"1.0"	"1.0"
"-0.04446807702995703"	"1.0"	"1.0"
"1.5412401573190044"	"1.0"	"1.0"
"0.5955373943333871"	"1.0"	"1.0"
"1.7968299567629966"	"1.0"	"1.0"
"0.7604227002679296"	"1.0"	"1.0"
"1.1495672190674109"	"1.0"	"1.0"
"0.4480042172184575"	"1.0"	"1.0"
"1.2666536055775781"	"1.0"	"1.0"
"0.5227748025049298"	"1.0"	"1.0"
"2.5041140935027606"	"1.0"	"1.0"
"0.1466445622720819"	"1.0"	"1.0"
"1.6777236492998449"	"1.0"	"1.0"
"1.114527304512585"	"1.0"	"1.0"
"1.4537059425675956"	"1.0"	"1.0"
"0.6639957337866677"	"1.0"	"1.0"
"0.7192807806782241"	"1.0"	"1.0"
"1.2793471808797998"	"1.0"	"1.0"
"3.626675704706798"	"1.0"	"1.0"
"2.232328662899177"	"1.0"	"1.0"
"0.930293165167231"	"1.0"	"1.0"
"1.4563445018452246"	"1.0"	"1.0"
"1.484099291011518"	"1.0"	"1.0"
"0.6998769435951808"	"1.0"	"1.0"
"2.1260890073967422"	"1.0"	"1.0"
"1.576350163939928"	"1.0"	"1.0"
"0.22291265106102431"	"1.0"	"1.0"
"0.8619862211988927"	"1.0"	"1.0"
"1.5263602559385987"	"1.0"	"1.0"
"-1.6360359407876133"	"1.0"	"1.0"
"1.50508185131077"	"1.0"	"1.0"
"0.4001390820652242"	"1.0"	"1.0"
"-0.6193330358891374"	"1.0"	"1.0"
"0.6596383328978792"	"1.0"	"1.0"
"3.1638416798210818"	"1.0"	"1.0"
"0.5175600369152029"	"1.0"	"1.0"
"0.4254702834741725"	"1.0"	"1.0"
"1.338254420764291"	"1.0"	"1.0"
"0.13228933120519315"	"1.0"	"1.0"
"1.840700428956029"	"1.0"	"1.0"
"1.6100426202501315"	"1.0"	"1.0"
"0.9806781834493644"	"1.0"	"1.0"
"-1.1842707848606353"	"1.0"	"1.0"
"0.8014746792745717"	"1.0"	"1.0"
"1.375064994087982"	"1.0"	"1.0"
"1.292397035799726"	"1.0"	"1.0"
"2.744207114217908"	"1.0"	"1.0"
"0.8500112492819023"	"1.0"	"1.0"
"1.36864781639577"	"1.0"	"1.0"
"1.441985236503301"	"1.0"	"1.0"
"1.3837948375580809"	"1.0"	"1.0"
"0.8278533519002493"	"1.0"	"1.0"
"0.6526575599384037"	"1.0"	"1.0"
"2.4723293311521695"	"1.0"	"1.0"
"1.1122266093861735"	"1.0"	"1.0"
"1.1359803519556988"	"1.0"	"1.0"
"0.5664671368676379"	"1.0"	"1.0"
"1.4153663443708635"	"1.0"	"1.0"
"0.6249248575712879"	"1.0"	"1.0"
"1.9499405566577697"	"1.0"	"1.0"
"0.30172164774558397"	"1.0"	"1.0"
"1.3891497738915368"	"1.0"	"1.0"
"0.6671104968218383"	"1.0"	"1.0"
"1.2691868031654363"	"1.0"	"1.0"
"-0.05257259707174189"	"1.0"	"1.0"
"-0.44340625990373184"	"1.0"	"1.0"
"2.2093758116422944"	"1.0"	"1.0"
"1.0449665776887969"	"1.0"	"1.0"
"0.03343587570311235"	"1.0"	"1.0"
"3.088326639088072"	"1.0"	"1.0"
"3.005554007009469"	"1.0"	"1.0"
"2.7869420610883227"	"1.0"	"1.0"
"0.9683347649023881"	"1.0"	"1.0"
"1.2084751019573436"	"1.0"	"1.0"
"-0.7582687190004185"	"1.0"	"1.0"
"0.23782004449337424"	"1.0"	"1.0"
"1.8716868713520536"	"1.0"	"1.0"
